feature_1,feature_2,feature_3,feature_4,target
-1.0218490407414607,1.0190043519716065,-1.3970639535363667,-1.18381211071744,0
-1.6276883929597172,-1.7433568431321513,-1.3970639535363667,-1.18381211071744,0
-1.748856263403368,0.3284140531956675,-1.3970639535363667,-1.3154442950077407,0
-1.0218490407414607,1.0190043519716065,-1.2265516727955572,-0.7889155578465374,0
-0.9006811702978099,1.7095946507475455,-1.056039392054748,-1.052179926427139,0
-1.2641847816287635,-0.1319794793216258,-1.3402265266227635,-1.18381211071744,0
-0.9006811702978099,1.7095946507475455,-1.2265516727955572,-1.3154442950077407,0
-1.5065205225160663,0.3284140531956675,-1.3402265266227635,-1.3154442950077407,0
-0.6583454294105071,1.4793978844888998,-1.2833890997091604,-1.3154442950077407,0
-1.0218490407414607,0.5586108194543131,-1.3402265266227635,-1.3154442950077407,0
-0.4160096885232043,-1.0527665443562113,0.3648962807853308,0.0008775478952676988,1
0.310997534138703,-0.1319794793216258,0.4785711346125367,0.2641419164758693,1
-0.052506077192250644,-1.0527665443562113,0.13754657313091806,0.0008775478952676988,1
-1.0218490407414607,-1.7433568431321513,-0.26031541526430396,-0.262386820685334,1
-0.29484181807955345,-0.8225697780975647,0.25122142695812444,0.13250973218556866,1
-0.1736739476359015,-0.1319794793216258,0.25122142695812444,0.0008775478952676988,1
-0.1736739476359015,-0.36217624558027245,0.25122142695812444,0.13250973218556866,1
0.4321654045823549,-0.36217624558027245,0.3080588538717274,0.13250973218556866,1
-0.9006811702978099,-1.282963310614858,-0.4308276960051133,-0.13075463639503299,1
-0.1736739476359015,-0.5923730118389191,0.194384000044521,0.13250973218556866,1
1.0380047568006114,0.09821728693702086,1.0469454037485681,1.580463759378878,2
1.2803404976879142,0.09821728693702086,0.7627582691805523,1.448831575088577,2
-0.052506077192250644,-0.8225697780975647,0.7627582691805523,0.9223028379273737,2
1.1591726272442622,0.3284140531956675,1.2174576844893779,1.448831575088577,2
1.0380047568006114,0.5586108194543131,1.1037828306621715,1.712095943669179,2
1.0380047568006114,-0.1319794793216258,0.8195956960941558,1.448831575088577,2
0.5533332750260058,-1.282963310614858,0.7059208422669494,0.9223028379273737,2
0.7956690159133086,-0.1319794793216258,0.8195956960941558,1.0539350222176747,2
0.4321654045823549,0.7888075857129598,0.9332705499213622,1.448831575088577,2
0.06866179325140129,-0.1319794793216258,0.7627582691805523,0.7906706536370729,2
